1;WOJEWÓDZTWO;TYP;NAZWA URZĘDU;KOD;MIASTO;ULICA;NR BUDYNKU / LOKALU;adres;POCZTA;NR TELEFONU   wraz z nr kierunkowym  ;NR FAXU;ADRES E-MAIL URZĘDU;kod jednostki;ADRESY STRON BIP JEDNOSTEK KAS
331;podkarpackie;US;Urząd Skarbowy w Leżajsku;37-300;Leżajsk;Plac Targowy ;3;37-300 Leżajsk, Plac Targowy  3;Leżajsk;(17) 240-68-00;(17) 240-68-12;us1809@pk.mofnet.gov.pl;1809;www.podkarpackie.kas.gov.pl/urzad-skarbowy-w-lezajsku
332;podkarpackie;US;Urząd Skarbowy w Lubaczowie;37-600;Lubaczów;Jana III Sobieskiego ;6;37-600 Lubaczów, Jana III Sobieskiego  6;Lubaczów;(16) 632-93-00;(16) 632-27-85;us1810@pk.mofnet.gov.pl;1810;www.podkarpackie.kas.gov.pl/urzad-skarbowy-w-lubaczowie
333;podkarpackie;US;Urząd Skarbowy w Łańcucie;37-100;Łańcut;Józefa Piłsudskiego ;11;37-100 Łańcut, Józefa Piłsudskiego  11;Łańcut;"(17) 225-93-00; (17) 225-73-00";(17) 225-23-55;us1811@pk.mofnet.gov.pl;1811;www.podkarpackie.kas.gov.pl/urzad-skarbowy-w-lancucie
334;podkarpackie;US;Urząd Skarbowy w Mielcu;39-300;Mielec;Stefana Żeromskiego ;13;39-300 Mielec, Stefana Żeromskiego  13;Mielec;(017) 780-00-00;(17) 780-00-01;us1812@pk.mofnet.gov.pl;1812;www.podkarpackie.kas.gov.pl/urzad-skarbowy-w-mielcu
335;podkarpackie;US;Urząd Skarbowy w Przemyślu;37-700;Przemyśl;Lwowska ;9A;37-700 Przemyśl, Lwowska  9A;Przemyśl;(16) 675-26-00;(16) 678-81-48;us1813@pk.mofnet.gov.pl;1813;www.podkarpackie.kas.gov.pl/urzad-skarbowy-w-przemyslu
336;podkarpackie;US;Urząd Skarbowy w Przeworsku;37-200;Przeworsk;Tysiąclecia ;1;37-200 Przeworsk, Tysiąclecia  1;Przeworsk;(16) 648-90-27;(16) 648-83-34;us1814@pk.mofnet.gov.pl;1814;www.podkarpackie.kas.gov.pl/urzad-skarbowy-w-przeworsku
337;podkarpackie;US;Urząd Skarbowy w Ropczycach;39-100;Ropczyce;Św. Barbary ;12;39-100 Ropczyce, Św. Barbary  12;Ropczyce;(17) 223-18-00;(17) 223-18-01;us1815@pk.mofnet.gov.pl;1815;www.podkarpackie.kas.gov.pl/urzad-skarbowy-w-ropczycach
338;podkarpackie;US;Pierwszy Urząd Skarbowy w Rzeszowie;35-309;Rzeszów;Podwisłocze ;42;35-309 Rzeszów, Podwisłocze  42;Rzeszów;(17) 852-52-77;(17) 852-66-08;us1816@pk.mofnet.gov.pl;1816;www.podkarpackie.kas.gov.pl/pierwszy-urzad-skarbowy-w-rzeszowie
339;podkarpackie;US;Urząd Skarbowy w Sanoku;38-500;Sanok;Henryka Sienkiewicza ;1;38-500 Sanok, Henryka Sienkiewicza  1;Sanok;(13) 464-14-90;(13) 461-63-21;us1817@pk.mofnet.gov.pl;1817;www.podkarpackie.kas.gov.pl/urzad-skarbowy-w-sanoku
340;podkarpackie;US;Urząd Skarbowy w Stalowej Woli;37-450;Stalowa Wola;Metalowców ;6;37-450 Stalowa Wola, Metalowców  6;Stalowa Wola;(15) 877-71-00;(15) 877-71-13;us1818@pk.mofnet.gov.pl;1818;www.podkarpackie.kas.gov.pl/urzad-skarbowy-w-stalowej-woli
341;podkarpackie;US;Urząd Skarbowy w Strzyżowie;38-100;Strzyżów;Daszyńskiego ;6;38-100 Strzyżów, Daszyńskiego  6;Strzyżów;(17) 276-10-59;(17) 276-14-62;us1819@pk.mofnet.gov.pl;1819;www.podkarpackie.kas.gov.pl/urzad-skarbowy-w-strzyzowie
342;podkarpackie;US;Urząd Skarbowy w Tarnobrzegu;39-400;Tarnobrzeg;Stanisława Wyspiańskiego ;12;39-400 Tarnobrzeg, Stanisława Wyspiańskiego  12;Tarnobrzeg;(15) 851-43-00;(15) 851-43-72;us1820@pk.mofnet.gov.pl;1820;www.podkarpackie.kas.gov.pl/urzad-skarbowy-w-tarnobrzegu
343;podkarpackie;US;Urząd Skarbowy w Ustrzykach Dolnych;38-700;Ustrzyki Dolne;Mikołaja Kopernika ;1;38-700 Ustrzyki Dolne, Mikołaja Kopernika  1;Ustrzyki Dolne;"(13) 461-21-43; (13) 461-14-90";(13) 461-37-90;us1821@pk.mofnet.gov.pl ;1821;www.podkarpackie.kas.gov.pl/urzad-skarbowy-w-ustrzykach-dolnych
344;podkarpackie;US;Drugi Urząd Skarbowy w Rzeszowie;35-234;Rzeszów;Lucjana Siemieńskiego ;18;35-234 Rzeszów, Lucjana Siemieńskiego  18;Rzeszów;(17) 875-14-00;(17) 864-23-75;us1822@pk.mofnet.gov.pl;1822;www.podkarpackie.kas.gov.pl/drugi-urzad-skarbowy-w-rzeszowie
345;podkarpackie;US;Urząd Skarbowy w Nisku;37-400;Nisko;3 Maja ;32B;37-400 Nisko, 3 Maja  32B;Nisko;(15) 877-77-00;(15) 841-56-12;us1823@pk.mofnet.gov.pl;1823;www.podkarpackie.kas.gov.pl/urzad-skarbowy-w-nisku
346;podkarpackie;WUS;Podkarpacki Urząd Skarbowy w Rzeszowie;35-959;Rzeszów;Geodetów ;1;35-959 Rzeszów, Geodetów  1;Rzeszów;"(17) 860-30-40; (17) 860-30-86";(17) 864-21-52;us1871@pk.mofnet.gov.pl;1871;www.podkarpackie.kas.gov.pl/podkarpacki-urzad-skarbowy-w-rzeszowie
347;podkarpackie;UCS;Podkarpacki Urząd Celno-Skarbowy w Przemyślu;37-700;Przemyśl;Sielecka ;9;37-700 Przemyśl, Sielecka  9;Przemyśl;16 676 43 00;16 678 30 03;ucs@pk.mofnet.gov.pl;408000;www.podkarpackie.kas.gov.pl/podkarpacki-urzad-celno-skarbowy-w-przemyslu
348;podkarpackie;DUCS;Delegatura UCS w Przemyślu;37-700;Przemyśl;Zaciszna ;4;37-700 Przemyśl, Zaciszna  4;Przemyśl;16 675 23 0016 675 23 02;16 675 23 47;ducs.przemysl@pk.mofnet.gov.pl;401000;www.podkarpackie.kas.gov.pl/podkarpacki-urzad-celno-skarbowy-w-przemyslu
349;podkarpackie;OC;Oddział Celny w Przemyślu;37-700;Przemyśl;Ofiar Katynia;26;37-700 Przemyśl, Ofiar Katynia 26;Przemyśl;16 675 90 02;16 675 90 06;oc.przemysl@pk.mofnet.gov.pl;401010;www.podkarpackie.kas.gov.pl/podkarpacki-urzad-celno-skarbowy-w-przemyslu
350;podkarpackie;OC;Oddział Celny w Medyce;37- 732;Medyka;;;37- 732 Medyka,  ;Medyka;16 676 50 00;16 676 50 20;oc.medyka@pk.mofnet.gov.pl;401030;www.podkarpackie.kas.gov.pl/podkarpacki-urzad-celno-skarbowy-w-przemyslu
351;podkarpackie;OC;Oddział Celny Kolejowy Przemyśl-Medyka;37- 732;Medyka;Dworzec PKP;;37- 732 Medyka, Dworzec PKP ;Przemyśl;16 676 07 92;16 676 07 91;oc.kolejowy@pk.mofnet.gov.pl;401040;www.podkarpackie.kas.gov.pl/podkarpacki-urzad-celno-skarbowy-w-przemyslu
352;podkarpackie;OC;Oddział Celny w Jarosławiu;37-500;Jarosław;Przemysłowa;2A;37-500 Jarosław, Przemysłowa 2A;Jarosław;16 624 86 00, 16 624 86 02;16 624 86 07;oc.jaroslaw@pk.mofnet.gov.pl;401050;www.podkarpackie.kas.gov.pl/podkarpacki-urzad-celno-skarbowy-w-przemyslu
353;podkarpackie;OC;Oddział Celny w Korczowej;37-552;Młyny;;;37-552 Młyny,  ;Radymno;16 623 64 01;16 623 64 05;oc.korczowa@pk.mofnet.gov.pl;401060;www.podkarpackie.kas.gov.pl/podkarpacki-urzad-celno-skarbowy-w-przemyslu
354;podkarpackie;OC;Oddział Celny w Budomierzu;37-625;Budomierz;;;37-625 Budomierz,  ;Budomierz;16 676 42 98;16 676 42 98;oc.budomierz@pk.mofnet.gov.pl;401080;www.podkarpackie.kas.gov.pl/podkarpacki-urzad-celno-skarbowy-w-przemyslu
355;podkarpackie;DUCS;Delegatura UCS w Rzeszowie;35-959;Rzeszów;Przemysłowa;14;35-959 Rzeszów, Przemysłowa 14;Rzeszów;17 866 04 40, 17 866 04 41;17 862 17 50;ducs.rzeszow@pk.mofnet.gov.pl;402000;www.podkarpackie.kas.gov.pl/podkarpacki-urzad-celno-skarbowy-w-przemyslu
356;podkarpackie;OC;Oddział Celny w Rzeszowie;35-105;Rzeszów;Przemysłowa;14;35-105 Rzeszów, Przemysłowa 14;Rzeszów;17 866 04 52;17 862 17 50;oc.rzeszow@pk.mofnet.gov.pl;402010;www.podkarpackie.kas.gov.pl/podkarpacki-urzad-celno-skarbowy-w-przemyslu
357;podkarpackie;OC;Oddział Celny Port Lotniczy Rzeszów-Jasionka;36-002;Jasionka;Jasionka ;942;36-002 Jasionka, Jasionka  942;Jasionka;17 859 74 01, 17 859 74 10,17 717 08 05;17 717 86 05;oc.jasionka@pk.mofnet.gov.pl;402020;www.podkarpackie.kas.gov.pl/podkarpacki-urzad-celno-skarbowy-w-przemyslu
358;podkarpackie;OC;Oddział Celny w Dębicy;39-200;Dębica;Rzeszowska;133;39-200 Dębica, Rzeszowska 133;Dębica;14 670 47 89;14 670 29 77;oc.debica@pk.mofnet.gov.pl;402040;www.podkarpackie.kas.gov.pl/podkarpacki-urzad-celno-skarbowy-w-przemyslu
359;podkarpackie;OC;Oddział Celny w Stalowej Woli;37-450;Stalowa Wola;Kwiatkowskiego;1;37-450 Stalowa Wola, Kwiatkowskiego 1;Stalowa Wola;15 843 02 90;15 843 02 92;oc.stalowawola@pk.mofnet.gov.pl;402050;www.podkarpackie.kas.gov.pl/podkarpacki-urzad-celno-skarbowy-w-przemyslu
360;podkarpackie;OC;Oddział Celny w Mielcu;39-300;Mielec;Wojska Polskiego ;2A;39-300 Mielec, Wojska Polskiego  2A;Mielec;17 788 76 69;17 788 76 69      wew 5717                  17 788 73 76;oc.mielec@pk.mofnet.gov.pl;402060;www.podkarpackie.kas.gov.pl/podkarpacki-urzad-celno-skarbowy-w-przemyslu
361;podkarpackie;DUCS;Delegatura UCS w Krośnie;38-400;Krosno;Pużaka;18;38-400 Krosno, Pużaka 18;Krosno;13 420 36 15, 13 420 36 16;13 420 36 17;ducs.krosno@pk.mofnet.gov.pl;404000;www.podkarpackie.kas.gov.pl/podkarpacki-urzad-celno-skarbowy-w-przemyslu
362;podkarpackie;OC;Oddział Celny w Krośnie;38-400;Krosno;Tysiąclecia;38;38-400 Krosno, Tysiąclecia 38;Krosno;13 420 02 75, 13 420 02 76,13 436 24 43;13 432 16 19;oc.krosno@pk.mofnet.gov.pl;404010;www.podkarpackie.kas.gov.pl/podkarpacki-urzad-celno-skarbowy-w-przemyslu
363;podkarpackie;OC;Oddział Celny w Krościenku;38-700;Ustrzyki Dolne;;;38-700 Ustrzyki Dolne,  ;Krościenko;13 465 87 00;13 465 87 05;oc.kroscienko@pk.mofnet.gov.pl;404030;www.podkarpackie.kas.gov.pl/podkarpacki-urzad-celno-skarbowy-w-przemyslu
364;podlaskie;IAS;Izba Administracji Skarbowej w Białymstoku;15-026;Białystok;Słonimska ;1;15-026 Białystok, Słonimska  1;Białystok;(85) 869-60-18;(85) 732-82-21;is@pd.mofnet.gov.pl;2001;www.podlaskie.kas.gov.pl
365;podlaskie;US;Urząd Skarbowy w Augustowie;16-300;Augustów;Żabia ;7;16-300 Augustów, Żabia  7;Augustów;(87) 643-57-55;(87) 643-00-33;us2002@pd.mofnet.gov.pl ;2002;www.podlaskie.kas.gov.pl/urzad-skarbowy-w-augustowie
366;podlaskie;US;Pierwszy Urząd Skarbowy w Białymstoku;15-219 ;Białystok;Świętojańska ;13;15-219  Białystok, Świętojańska  13;Białystok;(85) 878-41-00;(85) 878-41-01;us2003@pd.mofnet.gov.pl;2003;www.podlaskie.kas.gov.pl/pierwszy-urzad-skarbowy-w-bialymstoku
367;podlaskie;US;Drugi Urząd Skarbowy w Białymstoku;15-502 ;Białystok;Plażowa ;17;15-502  Białystok, Plażowa  17;Białystok;(85) 878-51-00;(85) 741-34-89;us2004@pd.mofnet.gov.pl;2004;www.podlaskie.kas.gov.pl/drugi-urzad-skarbowy-w-bialymstoku
368;podlaskie;US;Urząd Skarbowy w Bielsku Podlaskim;17-100;Bielsk Podlaski;Adama Mickiewicza ;33;17-100 Bielsk Podlaski, Adama Mickiewicza  33;Bielsk Podlaski;(85) 730-11-01;(85) 730-11-00;us2005@pd.mofnet.gov.pl;2005;www.podlaskie.kas.gov.pl/urzad-skarbowy-w-bielsku-podlaskim
369;podlaskie;US;Urząd Skarbowy w Grajewie;19-200;Grajewo;Elewatorska ;8;19-200 Grajewo, Elewatorska  8;Grajewo;(86) 272-30-18;(86) 272-28-08;us2006@pd.mofnet.gov.pl;2006;www.podlaskie.kas.gov.pl/urzad-skarbowy-w-grajewie
370;podlaskie;US;Urząd Skarbowy w Kolnie;18-500;Kolno;Wojska Polskiego ;20;18-500 Kolno, Wojska Polskiego  20;Kolno;"(86) 278-91-80; (86) 278-91-81";(86) 278-19-72;us2007@pd.mofnet.gov.pl ;2007;www.podlaskie.kas.gov.pl/urzad-skarbowy-w-kolnie
371;podlaskie;US;Urząd Skarbowy w Łomży;18-400;Łomża;Polowa ;47;18-400 Łomża, Polowa  47;Łomża;(86) 216-52-21;(86) 216-23-63;us2008@pd.mofnet.gov.pl;2008;www.podlaskie.kas.gov.pl/urzad-skarbowy-w-lomzy
372;podlaskie;US;Urząd Skarbowy w Mońkach;19-100;Mońki;Ełcka ;41A;19-100 Mońki, Ełcka  41A;Mońki;(85) 727-99-30;(85) 727-99-50;us2009@pd.mofnet.gov.pl ;2009;www.podlaskie.kas.gov.pl/urzad-skarbowy-w-monkach
373;podlaskie;US;Urząd Skarbowy w Siemiatyczach;17-300;Siemiatycze;Pałacowa ;18;17-300 Siemiatycze, Pałacowa  18;Siemiatycze;(85) 656-13-90;(85) 655-27-40;us2010@pd.mofnet.gov.pl;2010;www.podlaskie.kas.gov.pl/urzad-skarbowy-w-siemiatyczach
374;podlaskie;US;Urząd Skarbowy w Sokółce;16-100;Sokółka;Białostocka ;47;16-100 Sokółka, Białostocka  47;Sokółka;(85) 711-14-30;(85) 711-14-50;us2011@pd.mofnet.gov.pl;2011;www.podlaskie.kas.gov.pl/urzad-skarbowy-w-sokolce
375;podlaskie;US;Urząd Skarbowy w Suwałkach;16-400 ;Suwałki;1 Maja ;2A;16-400  Suwałki, 1 Maja  2A;Suwałki;(87) 566-69-83 do 85;(87) 566-27-87;us2012@pd.mofnet.gov.pl ;2012;www.podlaskie.kas.gov.pl/urzad-skarbowy-w-suwalkach
376;podlaskie;US;Urząd Skarbowy w Wysokiem Mazowieckiem;18-200;Wysokie Mazowieckie;Ludowa ;21;18-200 Wysokie Mazowieckie, Ludowa  21;Wysokie Mazowieckie;(86) 275-74-00;(86) 275-74-39;us2013@pd.mofnet.gov.pl ;2013;www.podlaskie.kas.gov.pl/urzad-skarbowy-w-wysokiem-mazowieckiem
377;podlaskie;US;Urząd Skarbowy w Zambrowie;18-300;Zambrów;Jantarowa ;16;18-300 Zambrów, Jantarowa  16;Zambrów;(86) 276-30-28;(86) 271-38-92;us2014@pd.mofnet.gov.pl ;2014;www.podlaskie.kas.gov.pl/urzad-skarbowy-w-zambrowie
378;podlaskie;US;Urząd Skarbowy w Hajnówce;17-200;Hajnówka;3 Maja ;34;17-200 Hajnówka, 3 Maja  34;Hajnówka;(85) 682-00-00;(85) 682-00-01;us2015@pd.mofnet.gov.pl;2015;www.podlaskie.kas.gov.pl/urzad-skarbowy-w-hajnowce
379;podlaskie;WUS;Podlaski Urząd Skarbowy w Białymstoku;15-404 ;Białystok;Młynowa ;21A;15-404  Białystok, Młynowa  21A;Białystok;(85) 878-87-80;(85) 878-87-02;us2071@pd.mofnet.gov.pl;2071;www.podlaskie.kas.gov.pl/podlaski-urzad-skarbowy-w-bialymstoku
380;podlaskie;UCS;Podlaski Urząd Celno-Skarbowy w Białymstoku;15-399;Białystok;Octowa ;2;15-399 Białystok, Octowa  2;Białystok;85 745 85 55;85 745 85 99;ucs.bialystok@bia.mofnet.gov.pl;318000;www.podlaskie.kas.gov.pl/podlaski-urzad-celno-skarbowy-w-bialymstoku
381;podlaskie;DUCS;Delegatura UCS w Białymstoku;15-399;Białystok;Octowa ;10;15-399 Białystok, Octowa  10;Białystok;85 745 86 66;85 745 57 52;ducs.bialystok@bia.mofnet.gov.pl;311000;www.podlaskie.kas.gov.pl/podlaski-urzad-celno-skarbowy-w-bialymstoku
382;podlaskie;OC;Oddział Celny w Białymstoku;15-399;Białystok;Octowa ;10;15-399 Białystok, Octowa  10;Białystok;85 745 85 92, 85 745 85 85;85 745 85 42 (do godz. 15:00)    85 745 86 09 (po godz. 15:00);oc.bialystok@bia.mofnet.gov.pl ;311010;www.podlaskie.kas.gov.pl/podlaski-urzad-celno-skarbowy-w-bialymstoku
383;podlaskie;OC;Oddział Celny Kolejowy w Kuźnicy;16-123;Kuźnica ;Dworzec PKP;;16-123 Kuźnica , Dworzec PKP ;Kuźnica;85 722 92 00,85 722 92 01, 85 722 92 10;85 722 92 09;ock.kuznica@bia.mofnet.gov.pl ;311020;www.podlaskie.kas.gov.pl/podlaski-urzad-celno-skarbowy-w-bialymstoku
384;podlaskie;OC;Oddział Celny Drogowy w Kuźnicy;16-123;Kuźnica;Graniczna ;1;16-123 Kuźnica, Graniczna  1;Kuźnica ;85 748 77 77, 85 748 77 00, 85 748 77 10;85 748 77 70;ocd.kuznica@bia.mofnet.gov.pl ;311030;www.podlaskie.kas.gov.pl/podlaski-urzad-celno-skarbowy-w-bialymstoku
385;podlaskie;OC;Oddział Celny w Siemianówce;17-220;Siemianówka;Szkolna ;2;17-220 Siemianówka, Szkolna  2;Siemanówka;85 745 87 77           518 294 100            518 294 077;;oc.siemianowka@bia.mofnet.gov.pl ;311050;www.podlaskie.kas.gov.pl/podlaski-urzad-celno-skarbowy-w-bialymstoku
386;podlaskie;OC;Oddział Celny w Połowcach;17-240;Czeremcha;Połowce ;25;17-240 Czeremcha, Połowce  25;Czeremcha;85 685 02 97;85 685 02 96;oc.polowce@bia.mofnet.gov.pl ;311060;www.podlaskie.kas.gov.pl/podlaski-urzad-celno-skarbowy-w-bialymstoku
387;podlaskie;OC;Oddział Celny w Bobrownikach;16-040;Gródek;Przejście Graniczne;;16-040 Gródek, Przejście Graniczne ;Gródek;85 748 73 50, 85 748 73 40;85 748 73 78                                  85 748 73 79;oc.bobrowniki@bia.mofnet.gov.pl ;311070;www.podlaskie.kas.gov.pl/podlaski-urzad-celno-skarbowy-w-bialymstoku
388;podlaskie;DUCS;Delegatura UCS w Łomży;18-400;Łomża;Poznańska ;156;18-400 Łomża, Poznańska  156;Łomża;86 215 57 00;86 215 57 07;ducs.lomza@bia.mofnet.gov.pl;312000;www.podlaskie.kas.gov.pl/podlaski-urzad-celno-skarbowy-w-bialymstoku
389;podlaskie;OC;Oddział Celny w Łomży;18-400;Łomża;Poznańska ;156;18-400 Łomża, Poznańska  156;Łomża;86 215 57 50;86 215 57 57;oc.lomza@bia.mofnet.gov.pl ;312010;www.podlaskie.kas.gov.pl/podlaski-urzad-celno-skarbowy-w-bialymstoku
390;podlaskie;DUCS;Delegatura UCS w Suwałkach;16-400;Suwałki;Buczka ;183;16-400 Suwałki, Buczka  183;Suwałki;87 562 90 00;87 562 90 07;ducs.suwalki@bia.mofnet.gov.pl;313000;www.podlaskie.kas.gov.pl/podlaski-urzad-celno-skarbowy-w-bialymstoku
391;podlaskie;OC;Oddział Celny w Suwałkach;16-400;Suwałki;Buczka ;183;16-400 Suwałki, Buczka  183;Suwałki;87 562 91 52;87 562 91 78;oc.suwalki@bia.mofnet.gov.pl ;313010;www.podlaskie.kas.gov.pl/podlaski-urzad-celno-skarbowy-w-bialymstoku
392;podlaskie;OC;Oddział Celny w Augustowie;16-300;Augustów;Tytoniowa;13;16-300 Augustów, Tytoniowa 13;Augustów;87 562 91 81, 87 562 91 86, 87 562 91 90;87 562 91 82;oc.augustow@bia.mofnet.gov.pl  ;313020;www.podlaskie.kas.gov.pl/podlaski-urzad-celno-skarbowy-w-bialymstoku
393;pomorskie;IAS;Izba Administracji Skarbowej w Gdańsku;80-831;Gdańsk;Długa ;75/76;80-831 Gdańsk, Długa  75/76;Gdańsk;(58) 300-23-00;(58) 301-43-18;is@pm.mofnet.gov.pl;2201;www.pomorskie.kas.gov.pl
394;pomorskie;US;Urząd Skarbowy w Bytowie;77-100;Bytów;1 Maja ;16;77-100 Bytów, 1 Maja  16;Bytów;(59) 822-28-91;(59) 822-78-09;us2202@pm.mofnet.gov.pl;2202 ;www.pomorskie.kas.gov.pl/urzad-skarbowy-w-bytowie
395;pomorskie;US;Urząd Skarbowy w Chojnicach;89-600;Chojnice;Młyńska ;22;89-600 Chojnice, Młyńska  22;Chojnice;(52) 396-54-00;(52) 396-54-48;us2203@pm.mofnet.gov.pl;2203;www.pomorskie.kas.gov.pl/urzad-skarbowy-w-chojnicach
396;pomorskie;US;Urząd Skarbowy w Człuchowie;77-300;Człuchów;Jerzego z Dąbrowy ;5E;77-300 Człuchów, Jerzego z Dąbrowy  5E;Człuchów;(59) 834-10-41 do 43;(59) 834-39-26;us2204@pm.mofnet.gov.pl;2204;www.pomorskie.kas.gov.pl/urzad-skarbowy-w-czluchowie
397;pomorskie;US;Pierwszy Urząd Skarbowy w Gdańsku;80-822;Gdańsk;Rzeźnicka ;54/56;80-822 Gdańsk, Rzeźnicka  54/56;Gdańsk;(58) 321-23-00;(58) 321-23-01;us2205@pm.mofnet.gov.pl;2205;www.pomorskie.kas.gov.pl/pierwszy-urzad-skarbowy-w-gdansku
398;pomorskie;US;Drugi Urząd Skarbowy w Gdańsku;80-391;Gdańsk;Kołobrzeska ;43;80-391 Gdańsk, Kołobrzeska  43;Gdańsk;(58) 765-45-00;(58) 765-44-01;us2206@pm.mofnet.gov.pl;2206;www.pomorskie.kas.gov.pl/drugi-urzad-skarbowy-w-gdansku
399;pomorskie;US;Trzeci Urząd Skarbowy w Gdańsku;80-560;Gdańsk;Żaglowa ;2;80-560 Gdańsk, Żaglowa  2;Gdańsk;(58) 71 29 100;(58) 712-91-99;us2207@pm.mofnet.gov.pl;2207;www.pomorskie.kas.gov.pl/trzeci-urzad-skarbowy-w-gdansku
400;pomorskie;US;Pierwszy Urząd Skarbowy w Gdyni;81-353;Gdynia;Władysława IV ;2/4;81-353 Gdynia, Władysława IV  2/4;Gdynia;(58) 76 54 600;(58) 76 54 700;us2208@pm.mofnet.gov.pl;2208;www.pomorskie.kas.gov.pl/pierwszy-urzad-skarbowy-w-gdyni
401;pomorskie;US;Drugi Urząd Skarbowy w Gdyni;81-061;Gdynia;Hutnicza ;25;81-061 Gdynia, Hutnicza  25;Gdynia;(58) 76 54 800;(58) 76 54 900;us2209@pm.mofnet.gov.pl;2209;www.pomorskie.kas.gov.pl/drugi-urzad-skarbowy-w-gdyni
402;pomorskie;US;Urząd Skarbowy w Kartuzach;83-300;Kartuzy;Kościerska ;13;83-300 Kartuzy, Kościerska  13;Kartuzy;(58) 685-28-00;(58) 685-28-01;us2210@pm.mofnet.gov.pl;2210;www.pomorskie.kas.gov.pl/urzad-skarbowy-w-kartuzach
403;pomorskie;US;Urząd Skarbowy w Kościerzynie;83-400;Kościerzyna;Staszica ;6;83-400 Kościerzyna, Staszica  6;Kościerzyna;(58) 680-89-30;(58) 686-40-97;us2211@pm.mofnet.gov.pl;2211;www.pomorskie.kas.gov.pl/urzad-skarbowy-w-koscierzynie
404;pomorskie;US;Urząd Skarbowy w Kwidzynie;82-500;Kwidzyn;3 Maja ;6;82-500 Kwidzyn, 3 Maja  6;Kwidzyn;(55) 64 13 700;(55) 64 13 790;us2212@pm.mofnet.gov.pl;2212;www.pomorskie.kas.gov.pl/urzad-skarbowy-w-kwidzynie
405;pomorskie;US;Urząd Skarbowy w Lęborku;84-300;Lębork;Słupska ;23;84-300 Lębork, Słupska  23;Lębork;(59) 863-76-00;(59) 863-76-01;us2213@pm.mofnet.gov.pl;2213;www.pomorskie.kas.gov.pl/urzad-skarbowy-w-leborku
406;pomorskie;US;Urząd Skarbowy w Malborku;82-200;Malbork;Mikołaja Kopernika ;10;82-200 Malbork, Mikołaja Kopernika  10;Malbork;(55) 270-22-22;(55) 270-22-44;us2214@pm.mofnet.gov.pl;2214;www.pomorskie.kas.gov.pl/urzad-skarbowy-w-malborku
407;pomorskie;US;Urząd Skarbowy w Pucku;84-100;Puck;Kmdr. E. Szystowskiego ;18;84-100 Puck, Kmdr. E. Szystowskiego  18;Puck;(58) 774 24 00;(58) 774 24 32;us2215@pm.mofnet.gov.pl;2215;www.pomorskie.kas.gov.pl/urzad-skarbowy-w-pucku
408;pomorskie;US;Urząd Skarbowy w Słupsku;76-200;Słupsk;Szczecińska ;59;76-200 Słupsk, Szczecińska  59;Słupsk;(59) 84 47 300;(59) 84 47 317;us2216@pm.mofnet.gov.pl;2216;www.pomorskie.kas.gov.pl/urzad-skarbowy-w-slupsku
409;pomorskie;US;Urząd Skarbowy w Sopocie;81-808;Sopot;23 Marca ;9/11;81-808 Sopot, 23 Marca  9/11;Sopot;(58) 555-46-00;(58) 551-25-32;us2217@pm.mofnet.gov.pl;2217;www.pomorskie.kas.gov.pl/urzad-skarbowy-w-sopocie
410;pomorskie;US;Urząd Skarbowy w Starogardzie Gdańskim;83-200;Starogard Gdański;Lubichowska ;4;83-200 Starogard Gdański, Lubichowska  4;Starogard Gdański;(58) 562-56-71;(58) 562-56-50;us2218@pm.mofnet.gov.pl;2218;www.pomorskie.kas.gov.pl/urzad-skarbowy-w-starogardzie-gdanskim
411;pomorskie;US;Urząd Skarbowy w Tczewie;83-110;Tczew;Gdańska ;33;83-110 Tczew, Gdańska  33;Tczew;(58) 532-90-10;(58) 532-90-66;us2219@pm.mofnet.gov.pl;2219;www.pomorskie.kas.gov.pl/urzad-skarbowy-w-tczewie
412;pomorskie;US;Urząd Skarbowy w Wejherowie;84-200;Wejherowo;Jana III Sobieskiego ;346;84-200 Wejherowo, Jana III Sobieskiego  346;Wejherowo;(58) 736-39-00;(58) 736-38-97;us2220@pm.mofnet.gov.pl;2220;www.pomorskie.kas.gov.pl/urzad-skarbowy-w-wejherowie
413;pomorskie;US;Urząd Skarbowy w Pruszczu Gdańskim;83-000;Pruszcz Gdański;Ignacego Łukasiewicza ;2;83-000 Pruszcz Gdański, Ignacego Łukasiewicza  2;Pruszcz Gdański;(58) 773-16-25;(58) 773-16-26;us2221@pm.mofnet.gov.pl;2221;www.pomorskie.kas.gov.pl/urzad-skarbowy-w-pruszczu-gdanskim
414;pomorskie;WUS;Pomorski Urząd Skarbowy w Gdańsku;80-749;Gdańsk;Żytnia ;4/6;80-749 Gdańsk, Żytnia  4/6;Gdańsk;(58) 77 27 638;(58) 77 27 657;us2271@pm.mofnet.gov.pl;2271;www.pomorskie.kas.gov.pl/pomorski-urzad-skarbowy-w-gdansku
415;pomorskie;UCS;Pomorski Urząd Celno-Skarbowy w Gdyni;81-029;Gdynia;Północna ;9A;81-029 Gdynia, Północna  9A;Gdynia;58 666 93 93            58 666 90 88                      58 666 90 87;58 621 05 54        58 666 93 36 ;ucs@gdy.mofnet.gov.pl;328000;www.pomorskie.kas.gov.pl/pomorski-urzad-celno-skarbowy-w-gdyni
